z_window,set_name,algorithm,seed,seed_dro_score,dro_alpha,seed_dro_min_aggregate_half,mean_symbol_val_full,mean_symbol_val_h1,mean_symbol_val_h2,median_symbol_val_full,median_symbol_val_h1,median_symbol_val_h2,median_symbol_per_symbol_min_half,median_exposure_bars_val,median_exposure_ratio_val,median_n_trade_events_val,mean_constraint_applied_ratio,mean_min_hold_ratio,mean_cooldown_ratio,mean_raw_executed_mismatch_ratio,mean_blocked_exit_ratio,mean_blocked_entry_ratio,mean_forced_singleton_ratio,mean_decision_point_ratio,mean_bandit_consulted_ratio,mean_pending_update_queued_ratio
24,z24_a0p5_corr_pruned_top10,sw_lints,1866,-6.946029632045656,0.5,-8.317592223927518,-10.904739257606812,-2.8313418564000714,-8.317592223927518,-12.376882799046896,-2.1906380729931008,-8.252813669988779,-8.252813669988779,1083.0,0.5415,363.0,0.21383333333333332,0.168,0.04583333333333334,0.21383333333333332,0.168,0.04583333333333334,0.37516666666666665,0.6248333333333332,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,1966,-5.7446273606076526,0.5,-7.251512934009848,-8.402894488503415,-1.2239706404010657,-7.251512934009848,-6.946974721080823,-0.5605315733608229,-6.894018065274709,-6.894018065274709,1068.0,0.534,370.0,0.21,0.16583333333333333,0.04416666666666667,0.21,0.16583333333333333,0.04416666666666667,0.37599999999999995,0.624,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2066,-6.674108330720927,0.5,-8.1504845638988,-10.219514298090118,-2.244979631187305,-8.1504845638988,-9.9028922710805,-1.995123627833184,-8.068750184652151,-8.068750184652151,1086.0,0.543,372.0,0.217,0.1715,0.045500000000000006,0.217,0.1715,0.045500000000000006,0.3805,0.6194999999999999,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2166,-5.492871799485589,0.5,-6.47226750475393,-8.834424081428697,-2.5546846836805672,-6.47226750475393,-10.472735024248802,-2.1927020721069557,-7.223585730775451,-7.223585730775451,1074.0,0.537,354.0,0.2165,0.1745,0.042,0.2165,0.1745,0.042,0.3745,0.6255000000000001,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2266,-5.82723970195339,0.5,-7.35062799002593,-8.506514297048342,-1.2570748377357683,-7.35062799002593,-7.974414203620572,-0.9146410987087017,-9.040866843562467,-9.040866843562467,1071.0,0.5355,387.0,0.21883333333333332,0.1738333333333333,0.045000000000000005,0.21883333333333332,0.1738333333333333,0.045000000000000005,0.3895,0.6105,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2366,-4.770734208073243,0.5,-6.238975710645241,-6.616897965182411,-0.3660097003572466,-6.238975710645241,-5.453855809259411,-2.022607382928787,-7.563916738180798,-7.563916738180798,1059.0,0.5295,381.0,0.221,0.1765,0.044500000000000005,0.221,0.1765,0.044500000000000005,0.38033333333333336,0.6196666666666667,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2466,-4.556678937749329,0.5,-5.703029032868982,-6.758770400716333,-1.1176286523903678,-5.703029032868982,-6.83285011561785,-1.0190533658751,-4.913878152456408,-4.913878152456408,1063.0,0.5315,381.0,0.23066666666666666,0.18400000000000002,0.04666666666666667,0.23066666666666666,0.18400000000000002,0.04666666666666667,0.3865,0.6135,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2566,-6.003211210772383,0.5,-7.8307077067087905,-8.35901958766553,-0.5207217229631578,-7.8307077067087905,-6.378039328261442,-2.323172634047932,-9.233287183848782,-9.233287183848782,1078.0,0.539,381.0,0.22516666666666665,0.18100000000000002,0.04416666666666667,0.22516666666666665,0.18100000000000002,0.04416666666666667,0.3821666666666667,0.6178333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2666,-4.652346969133599,0.5,-5.373245147287219,-7.71364974661421,-2.48965243467274,-5.373245147287219,-8.791382356395472,-3.3172540729005218,-5.6619495350520355,-5.6619495350520355,1104.0,0.552,395.0,0.24016666666666664,0.19316666666666668,0.04700000000000001,0.24016666666666664,0.19316666666666668,0.04700000000000001,0.40166666666666667,0.5983333333333333,1.0,0.995
24,z24_a0p5_corr_pruned_top10,sw_lints,2766,-4.891014115367046,0.5,-6.673818141287209,-6.261803336373421,0.45739796239344654,-6.673818141287209,-5.884669159351741,-0.1163706017109023,-6.643109931851344,-6.643109931851344,1074.0,0.537,396.0,0.23550000000000001,0.18616666666666667,0.04933333333333334,0.23550000000000001,0.18616666666666667,0.04933333333333334,0.3965,0.6034999999999999,1.0,0.995
